round,query_id,priority_family,rhea_id,equation,status,balanced,transport,rhea_action_round14,positive_candidate_allowed_round14,reason_or_next_check,rhea_url,raw_file
14,quercetin,polyphenol_ring_fission,61136,"(2R,3R)-dihydroquercetin + 2-oxoglutarate + O2 = quercetin + succinate + CO2 + H2O + H(+)",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/61136,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,67340,quercetin 3-O-beta-D-glucoside + malonyl-CoA = quercetin 3-O-(6-O-malonyl-beta-D-glucoside) + CoA,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/67340,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61168,quercetin 3-O-beta-D-glucoside + UDP-alpha-D-glucose = quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside + UDP + H(+),approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/61168,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61188,quercetin 3-O-beta-D-glucoside + UDP-beta-L-rhamnose = quercetin 3-O-beta-D-glucoside-7-O-alpha-L-rhamnoside + UDP + H(+),approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/61188,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61176,quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside + (E)-caffeoyl-CoA = quercetin 3-O-[(6-O-[(E)-caffeoyl]-beta-D-glucosyl)-(1->2)-beta-D-glucoside] + CoA + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/61176,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61184,"quercitrin + UDP-beta-L-rhamnose = quercetin 3,7-bis-O-alpha-L-rhamnoside + UDP + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/61184,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,74723,"isorhamnetin + S-adenosyl-L-methionine = 3',4'-O-dimethylquercetin + S-adenosyl-L-homocysteine + 2 H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/74723,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61032,"3',5-dihydroxy-3,4',7-trimethoxyflavone + S-adenosyl-L-methionine = 5-hydroxy-3,7,3',4'-tetramethoxyflavone + S-adenosyl-L-homocysteine + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/61032,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,74759,"isorhamnetin + S-adenosyl-L-methionine = 3,3'-O-dimethylquercetin + S-adenosyl-L-homocysteine + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/74759,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,74715,"3',4',5,7-tetrahydroxy-3-methoxyflavone + S-adenosyl-L-methionine = 3,3'-O-dimethylquercetin + S-adenosyl-L-homocysteine + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/74715,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,73123,isorhamnetin + S-adenosyl-L-methionine = rhamnacene + S-adenosyl-L-homocysteine + H(+),approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/73123,data\curation\rhea_round14_raw\quercetin_rhea.json
14,urolithin,urolithin_dehydroxylation,,,,,,rhea_no_direct_support_for_gap,False,No direct Rhea reaction for this gut-specific edge in Round14 query.,,data\curation\rhea_round14_raw\urolithin_rhea.json
